player,date_of_birth,pronounced,height_inches,height_meters,weight_lbs,hand,backhand,pro_date,retire_date,pro_year,retire_year,birthplace,birth_city,birth_state,birth_country,primary_residence,primary_city,primary_state,primary_country,secondary_residence,secondary_city,secondary_state,secondary_country,player_url,ytd_wta_singles_titles,career_wta_singles_titles,ytd_wta_doubles_titles,career_wta_doubles_titles,ytd_itf_singles_titles,career_itf_singles_titles,ytd_itf_doubles_titles,career_itf_doubles_titles,ytd_prize_money,career_prize_money,ytd_wl_singles,career_wl_singles,ytd_wl_doubles,career_wl_doubles,ytd_singles_wins,ytd_singles_losses,career_singles_wins,career_singles_losses,ytd_doubles_wins,ytd_doubles_losses,career_doubles_wins,career_doubles_losses,tour,date_data,bmi
Sophie Amiach,11/10/63,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/17/title/sophie-amiach,NA,0,NA,0,NA,0,NA,4,0,309669,NA,190-203,NA,114-159,NA,NA,190,203,NA,NA,114,159,WTA,8/5/14,NA
Sorana Cirstea,4/7/90,NA,69,1.7,130,R,two,2006,NA,2006,NA,"Bucharest, Romania",Bucharest,,Romania,"Targoviste, Romania",Targoviste,,Romania,,,,,http://www.wtatennis.com/players/player/11720/title/sorana-cirstea,0,1,0,4,0,7,0,9,316931,2881690,16-Sep,309-210,4-Feb,126-100,9,16,309,210,2,4,126,100,WTA,8/5/14,19.19554715
Stephanie Cohen-Aloro,3/18/83,KOH-en a-LOR-o,69,1.7,150,R,,15-Oct-01,10-Feb-11,2001,2011,"Paris, France",Paris,,France,"Seine, France",Seine,,France,,,,,http://www.wtatennis.com/players/player/1626/title/stephanie-cohen-aloro,NA,0,NA,0,NA,7,NA,12,0,1080922,NA,294-251,NA,135-118,NA,NA,294,251,NA,NA,135,118,WTA,8/5/14,22.14870825
Stephanie Dubois,10/31/86,NA,64,1.6,127,R,two,2004,NA,2004,NA,"Laval, Canada",Laval,,Canada,"Laval, Canada",Laval,,Canada,,,,,http://www.wtatennis.com/players/player/9644/title/stephanie-dubois,0,0,0,0,0,10,0,8,16980,891967,8-Jul,345-262,0-0,113-111,7,8,345,262,0,0,113,111,WTA,8/5/14,21.79711914
Stephanie Foretz,5/3/81,NA,65,1.6,132,R,two,1997,NA,1997,NA,"Issy Les Moulineaux, France",Issy Les Moulineaux,,France,"Meudon, France   ",Meudon,,France,,,,,http://www.wtatennis.com/players/player/2613/title/stephanie-foretz-,0,0,0,0,1,8,0,13,33881,1740315,19-16,517-411,12-Jul,213-214,19,16,517,411,7,12,213,214,WTA,8/5/14,21.9635503
Stacey Martin,11/13/70,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/4983/title/stacey-martin,NA,0,NA,0,NA,0,NA,0,0,173394,NA,107-117,NA,14-Mar,NA,NA,107,117,NA,NA,3,14,WTA,8/5/14,NA
Stefanie Voegele,3/10/90,NA,67,1.7,132,R,two,2006,NA,2006,NA,"Leuggern, Switzerland",Leuggern,,Switzerland,"Leuggern, Switzerland",Leuggern,,Switzerland,,,,,http://www.wtatennis.com/players/player/11598/title/stefanie-voegele,0,0,0,0,0,6,0,5,296056,1256954,13-21,280-214,5-Jun,85-89,13,21,280,214,6,5,85,89,WTA,8/5/14,20.67186456
Steffi Graf,6/14/69,NA,69,1.7,132,R,,18-Oct-82,13-Aug-99,1982,1999,"Bruhl, Germany",Bruhl,,Germany,,,,,,,,,http://www.wtatennis.com/players/player/2718/title/steffi-graf,NA,107,NA,11,NA,0,NA,0,0,21891306,NA,900-115,NA,173-72,NA,NA,900,115,NA,NA,173,72,WTA,8/5/14,19.49086326
Stephanie De Ville,7/24/76,NA,67,1.7,134,R,,1994,NA,1994,NA,"Antwerp, Belgium",Antwerp,,Belgium,"Antwerp, Belgium",Antwerp,,Belgium,,,,,http://www.wtatennis.com/players/player/1933/title/stephanie-de-ville,NA,0,NA,0,NA,8,NA,1,0,135959,NA,168-131,NA,27-42,NA,NA,168,131,NA,NA,27,42,WTA,8/5/14,20.98507463
Stephanie Rehe,11/5/69,NA,71,1.8,145,R,two,Aug-85,1993,1985,1993,"Fontana, California, USA",Fontana,California,USA,"Oceanside, California, USA",Oceanside,California,USA,,,,,http://www.wtatennis.com/players/player/6721/title/stephanie-rehe,NA,4,NA,2,NA,2,NA,0,0,570146,NA,151-99,NA,71-59,NA,NA,151,99,NA,NA,71,59,WTA,8/5/14,20.22118627
Stephanie Rottier,1/22/74,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/6879/title/stephanie-rottier,NA,0,NA,0,NA,1,NA,2,0,327938,NA,150-101,NA,22-21,NA,NA,150,101,NA,NA,22,21,WTA,8/5/14,NA
Su-Wei Hsieh,1/4/86,NA,67,1.6,126,R,two,2001,NA,2001,NA,"Kaohsiung, Taiwan",Kaohsiung,,Taiwan,"Taipei, Taiwan",Taipei,,Taiwan,,,,,http://www.wtatennis.com/players/player/9419/title/su-wei-hsieh,0,2,3,17,0,23,0,20,625260,3395949,14-17,334-194,23-11,343-180,14,17,334,194,23,11,343,180,WTA,8/5/14,19.73223435
Sue Barker,4/19/56,NA,NA,NA,NA,R,,NA,1984,NA,1984,"Paignton, England",Paignton,,England,,,,,,,,,http://www.wtatennis.com/players/player/549/title/sue-barker,NA,0,NA,0,NA,35,NA,1,0,878701,NA,365-208,NA,33-38,NA,NA,365,208,NA,NA,33,38,WTA,8/5/14,NA
Sung-Hee Park,2/17/75,NA,NA,NA,NA,R,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/6318/title/sung-hee-park,NA,0,NA,0,NA,7,NA,7,0,439788,NA,196-152,NA,120-96,NA,NA,196,152,NA,NA,120,96,WTA,8/5/14,NA
Susan Mascarin,6/28/64,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/4988/title/susan-mascarin,NA,0,NA,1,NA,0,NA,0,0,117830,NA,65-71,NA,30-45,NA,NA,65,71,NA,NA,30,45,WTA,8/5/14,NA
Susan Sloane-Lundy,12/5/70,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/7283/title/susan-sloane-lundy,NA,1,NA,0,NA,2,NA,0,0,338369,NA,131-109,NA,25-Jun,NA,NA,131,109,NA,NA,6,25,WTA,8/5/14,NA
Svetlana Kuznetsova,6/27/85,NA,NA,1.7,161,R,two,2000,NA,2000,NA,"St. Petersburg, Russia",St. Petersburg,,Russia,"Dubai, UAE",Dubai,,UAE,,,,,http://www.wtatennis.com/players/player/4467/title/svetlana-kuznetsova,1,14,0,16,0,1,0,0,601972,18107145,19-10,518-241,7-May,232-108,19,10,518,241,5,7,232,108,WTA,8/5/14,NA
Svetlana Parkhomenko,10/8/62,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/6167/title/svetlana-parkhomenko,NA,0,NA,8,NA,3,NA,18,0,208184,NA,124-93,NA,209-79,NA,NA,124,93,NA,NA,209,79,WTA,8/5/14,NA
Sybile Niox-Chateau,10/19/69,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/5756/title/sybile-niox-chateau,NA,0,NA,0,NA,1,NA,1,0,122274,NA,112-125,NA,15-37,NA,NA,112,125,NA,NA,15,37,WTA,8/5/14,NA
Sybille Bammer,4/27/80,NA,69,1.7,139,L,two,1997,11-Jul,1997,2011,"Linz, Austria",Linz,,Austria,"Linz, Austria",Linz,,Austria,,,,,http://www.wtatennis.com/players/player/840/title/sybille-bammer,NA,2,NA,0,NA,9,NA,1,0,2108725,NA,363-338,NA,31-91,NA,NA,363,338,NA,NA,31,91,WTA,8/5/14,20.52446965
Sylvia Hanika,11/30/59,NA,68,1.7,135,L,,1977,1990,1977,1990,"Munich, Germany",Munich,,Germany,"La Manga, Spain",La Manga,,Spain,,,,,http://www.wtatennis.com/players/player/3207/title/sylvia-hanika,NA,1,NA,1,NA,0,NA,0,0,454347,NA,140-95,NA,13-Nov,NA,NA,140,95,NA,NA,11,13,WTA,8/5/14,20.52443772
Sylvia Plischke,7/20/77,NA,69,1.7,137,R,two,NA,NA,NA,NA,"Plzen, Czech Republic",Plzen,,Czech Republic,"Innsbruck, Austria",Innsbruck,,Austria,,,,,http://www.wtatennis.com/players/player/6420/title/sylvia-plischke,NA,0,NA,1,NA,2,NA,2,0,660386,NA,187-184,NA,62-87,NA,NA,187,184,NA,NA,62,87,WTA,8/5/14,20.22915354
Tamarine Tanasugarn,5/24/77,NA,65,1.6,139,R,two,1994,NA,1994,NA,"Los Angeles, CA, USA",Los Angeles,California,USA,"Bangkok, Thailand",Bangkok,,Thailand,,,,,http://www.wtatennis.com/players/player/8240/title/tamarine-tanasugarn,0,4,0,8,0,14,0,7,11287,3466551,6-Aug,542-422,9-Aug,286-253,8,6,542,422,8,9,286,253,WTA,8/5/14,23.12828402
Tami Jones,11/13/68,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/8890/title/tami-jones,NA,0,NA,0,NA,3,NA,1,0,752250,NA,167-154,NA,53-89,NA,NA,167,154,NA,NA,53,89,WTA,8/5/14,NA
Tamira Paszek,12/6/90,NA,65,1.6,132,R,two,26-Oct-05,NA,2005,NA,"Dornbirn, Austria",Dornbirn,,Austria,"Dornbirn, Austria",Dornbirn,,Austria,,,,,http://www.wtatennis.com/players/player/12273/title/tamira-paszek,0,3,0,0,1,3,0,3,128004,2213066,29-16,220-173,5-May,38-56,29,16,220,173,5,5,38,56,WTA,8/5/14,21.9635503
Tara Snyder,5/26/77,SNEYE-der,69,1.7,130,R,two,May-95,NA,1995,NA,"Wichita, Kansas, USA",Wichita,Kansas,USA,"Wichita, Kansas, USA,",Wichita,Kansas,"USA,","Houston, Texas, USA",Houston,Texas,USA,http://www.wtatennis.com/players/player/7725/title/tara-snyder,NA,1,NA,0,NA,5,NA,3,0,641324,NA,302-235,NA,43-71,NA,NA,302,235,NA,NA,43,71,WTA,8/5/14,19.19554715
Tathiana Garbin,6/30/77,ta-ti-AH-nuh gar-BEEN,67,1.7,143,R,one,4-Oct-96,11-Jan,1996,2011,"Mestre, Italy",Mestre,,Italy,"Bologna, Italy",Bologna,,Italy,,,,,http://www.wtatennis.com/players/player/1473/title/tathiana-garbin,NA,1,NA,11,NA,10,NA,11,0,2661973,NA,427-335,NA,282-239,NA,NA,427,335,NA,NA,282,239,WTA,8/5/14,22.39451994
Tatiana Golovin,1/25/88,ta-ti-AH-nuh goh-loe-VEEN,69,1.7,132,R,two,2002,NA,2002,NA,"Moscow, Russia",Moscow,,Russia,"Miami, FL, USA",Miami,Florida,USA,,,,,http://www.wtatennis.com/players/player/10090/title/tatiana-golovin,NA,2,NA,0,NA,0,NA,0,0,1923053,NA,165-93,NA,21-32,NA,NA,165,93,NA,NA,21,32,WTA,8/5/14,19.49086326
Tatiana Ignatieva,6/11/74,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/3692/title/tatiana-ignatieva,NA,0,NA,0,NA,1,NA,0,0,153169,NA,78-68,NA,12-Sep,NA,NA,78,68,NA,NA,9,12,WTA,8/5/14,NA
Tatiana Panova,8/13/76,ta-ti-AH-nuh pan-OH-vuh,63,1.5,115,R,two,Jan-94,NA,1994,NA,"Moscow, Russia",Moscow,,Russia,"Moscow, Russia",Moscow,,Russia,,,,,http://www.wtatennis.com/players/player/6438/title/tatiana-panova,NA,0,NA,0,NA,6,NA,0,0,1561661,NA,344-303,NA,40-74,NA,NA,344,303,NA,NA,40,74,WTA,8/5/14,20.36911061
Tatiana Perebiynis,12/15/82,ta-ti-AH-nuh pe-re-BEE-niss,68,1.7,130,R,two,1996,NA,1996,NA,"Kharkov, Ukraine",Kharkov,,Ukraine,"Kharkov, Ukraine",Kharkov,,Ukraine,,,,,http://www.wtatennis.com/players/player/6594/title/tatiana-perebiynis,NA,0,NA,6,NA,4,NA,4,0,1148734,NA,247-190,NA,154-141,NA,NA,247,190,NA,NA,154,141,WTA,8/5/14,19.76427336
Tatiana Poutchek,1/9/79,ta-ti-AH-nuh POO-chek,69,1.7,137,R,two,1998,NA,1998,NA,"Minsk, Belarus",Minsk,,Belarus,"Minsk, Belarus",Minsk,,Belarus,,,,,http://www.wtatennis.com/players/player/6488/title/tatiana-poutchek,NA,0,NA,8,NA,3,NA,20,0,1366302,NA,431-390,NA,387-337,NA,NA,431,390,NA,NA,387,337,WTA,8/5/14,20.22915354
Tatjana Jecmenica,7/4/78,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/3859/title/tatjana-jecmenica,NA,0,NA,0,NA,6,NA,3,0,163900,NA,106-62,NA,36-33,NA,NA,106,62,NA,NA,36,33,WTA,8/5/14,NA
Tatjana Maria,8/8/87,NA,68,1.7,137,R,two,NA,NA,NA,NA,"Bad Saulgau, Germany",Bad Saulgau,,Germany,"Bad Saulgau, Germany",Bad Saulgau,,Germany,,,,,http://www.wtatennis.com/players/player/9762/title/tatjana-maria,0,0,0,1,0,8,1,11,17976,865167,7-Sep,331-250,6-Sep,180-155,9,7,331,250,9,6,180,155,WTA,8/5/14,20.82850346
Teliana Pereira,7/20/88,NA,66,1.6,137,R,two,NA,NA,NA,NA,"Santana do Ipanema, Brazil",Santana do Ipanema,,Brazil,"Curitiba, Brazil",Curitiba,,Brazil,,,,,http://www.wtatennis.com/players/player/10937/title/teliana-pereira,0,0,0,0,0,21,0,10,188981,391810,17-21,296-152,5-Apr,118-73,17,21,296,152,4,5,118,73,WTA,8/5/14,22.10996327
Tereza Smitkova,10/10/94,NA,69,1.7,139,R,two,NA,NA,NA,NA,"Hradec Kralove, Czech Republic",Hradec Kralove,,Czech Republic,"Hradec Kralove, Czech Republic",Hradec Kralove,,Czech Republic,,,,,http://www.wtatennis.com/players/player/18116/title/tereza-smitkova,0,0,0,0,1,4,1,5,219034,262381,30-16,123-67,5-Jun,52-32,30,16,123,67,6,5,52,32,WTA,8/5/14,20.52446965
Terry Holladay,11/28/55,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/3237/title/terry-holladay,NA,0,NA,2,NA,0,NA,0,0,84186,NA,16-38,NA,32-38,NA,NA,16,38,NA,NA,32,38,WTA,8/5/14,NA
Terry Phelps,12/18/66,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/6189/title/terry-phelps,NA,0,NA,1,NA,0,NA,0,0,478579,NA,141-129,NA,95-110,NA,NA,141,129,NA,NA,95,110,WTA,8/5/14,NA
Teryn Ashley,12/12/78,NA,69,1.7,160,R,two,1-Apr,NA,2001,NA,"Boston, MA, USA",Boston,Massachusetts,USA,"Brookline, MA, USA",Brookline,Massachusetts,USA,,,,,http://www.wtatennis.com/players/player/304/title/teryn-ashley,NA,0,NA,1,NA,4,NA,12,0,275086,NA,143-106,NA,120-65,NA,NA,143,106,NA,NA,120,65,WTA,8/5/14,23.6252888
Tiantian Sun,10/12/81,soon TYAN TYAN,69,1.7,143,R,two,1999,NA,1999,NA,"He Nan, China",He Nan,,China,"Beijing, China",Beijing,,China,,,,,http://www.wtatennis.com/players/player/7974/title/tiantian-sun,NA,1,NA,12,NA,6,NA,13,0,1019657,NA,217-156,NA,268-154,NA,NA,217,156,NA,NA,268,154,WTA,8/5/14,21.11510187
Timea Babos,5/10/93,NA,61,1.7,150,R,two,2011,NA,2011,NA,"Sopron, Hungary",Sopron,,Hungary,"Sopron, Hungary",Sopron,,Hungary,,,,,http://www.wtatennis.com/players/player/16153/title/timea-babos,0,1,2,8,1,11,0,9,359427,908660,19-18,171-97,23-11,133-61,19,18,171,97,23,11,133,61,WTA,8/5/14,28.33915614
Timea Bacsinszky,6/8/89,batch-in-ski,67,1.7,137,R,two,4-Oct,NA,2004,NA,"Lausanne, Switzerland",Lausanne,,Switzerland,"Belmont-sur-Lausanne, Switzerland",Belmont-sur-Lausanne,,Switzerland,,,,,http://www.wtatennis.com/players/player/10874/title/timea-bacsinszky,0,1,0,3,2,12,0,14,151838,1400460,40-9,285-157,5-Jun,129-73,40,9,285,157,6,5,129,73,WTA,8/5/14,21.45488973
Tina Krizan,3/18/74,NA,69,1.7,142,R,,NA,NA,NA,NA,"Maribor, Slovenia",Maribor,,Slovenia,"Maribor, Slovenia",Maribor,,Slovenia,,,,,http://www.wtatennis.com/players/player/4104/title/tina-krizan,NA,0,NA,6,NA,1,NA,10,0,868461,NA,211-210,NA,286-277,NA,NA,211,210,NA,NA,286,277,WTA,8/5/14,20.96744381
Tina Mochizuki,11/24/52,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/5029/title/tina-mochizuki,NA,0,NA,0,NA,0,NA,0,0,104956,NA,81-111,NA,Jul-43,NA,NA,81,111,NA,NA,7,43,WTA,8/5/14,NA
Tina Pisnik,2/19/81,PIZ-nik,67,1.7,139,R,,Mar-99,NA,1999,NA,"Maribor, Slovenia",Maribor,,Slovenia,"Maribor, Slovenia",Maribor,,Slovenia,,,,,http://www.wtatennis.com/players/player/6523/title/tina-pisnik,NA,1,NA,2,NA,1,NA,3,0,932577,NA,185-172,NA,60-65,NA,NA,185,172,NA,NA,60,65,WTA,8/5/14,21.7680998
Tine Scheuer-Larsen,3/13/66,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/7241/title/tine-scheuer-larsen,NA,0,NA,7,NA,6,NA,4,0,324971,NA,159-135,NA,144-102,NA,NA,159,135,NA,NA,144,102,WTA,8/5/14,NA
Tracy Austin,12/12/62,NA,65,1.6,120,R,two,23-Oct-78,Jul-94,1978,1994,"Palos Verdes Peninsula, California, USA",Palos Verdes Peninsula,California,USA,,,,,,,,,http://www.wtatennis.com/players/player/59/title/tracy-austin,NA,30,NA,4,NA,7,NA,0,0,1992380,NA,335-90,NA,13-16,NA,NA,335,90,NA,NA,13,16,WTA,8/5/14,19.96686391
Tsvetana Pironkova,9/13/87,NA,61,1.8,143,R,two,2002,NA,2002,NA,"Plovdiv, Bulgaria",Plovdiv,,Bulgaria,"Plovdiv, Bulgaria",Plovdiv,,Bulgaria,,,,,http://www.wtatennis.com/players/player/10365/title/tsvetana-pironkova,1,1,0,0,0,6,0,0,360660,3043607,19-14,334-241,1-Jan,13-28,19,14,334,241,1,1,13,28,WTA,8/5/14,27.01666219
Tzipora Obziler,4/19/73,zip-OR-ah OB-zi-ler,67,1.7,128,R,two,Apr-97,NA,1997,NA,"Tel Aviv, Israel",Tel Aviv,,Israel,"Givataym, Israel",Givataym,,Israel,,,,,http://www.wtatennis.com/players/player/6013/title/tzipora-obziler,NA,0,NA,0,NA,14,NA,14,0,595265,NA,383-247,NA,152-115,NA,NA,383,247,NA,NA,152,115,WTA,8/5/14,20.04544442
Urszula Radwanska,12/7/90,NA,61,1.7,126,R,two,2005,NA,2005,NA,"Ahaus, Germany",Ahaus,,Germany,"Krakow, Poland",Krakow,,Poland,,,,,http://www.wtatennis.com/players/player/12364/title/urszula-radwanska,0,0,0,1,0,4,0,10,119326,1548300,18-Jun,235-182,0-0,97-62,6,18,235,182,0,0,97,62,WTA,8/5/14,23.80489116
Valeria Savinykh,2/20/91,NA,66,1.6,132,R,two,NA,NA,NA,NA,"Sverdlovsk, Russia",Sverdlovsk,,Russia,,,,,,,,,http://www.wtatennis.com/players/player/14578/title/valeria-savinykh,0,0,0,0,0,1,2,10,7646,317294,25-13,186-142,2-Jun,114-89,25,13,186,142,6,2,114,89,WTA,8/5/14,21.3030303
Vania King,2/3/89,NA,65,1.6,130,R,two,5-Jul-06,NA,2006,NA,"Monterey Park, CA, USA",Monterey Park,California,USA,"Boynton Beach, FL, USA",Boynton Beach,Florida,USA,,,,,http://www.wtatennis.com/players/player/10844/title/vania-king,0,1,0,14,0,0,0,3,247974,3380593,15-Dec,219-209,10-Sep,244-156,12,15,219,209,9,10,244,156,WTA,8/5/14,21.63076923
Varvara Lepchenko,5/21/86,NA,61,1.8,159,L,two,2001,NA,2001,NA,"Tashkent, Uzbekistan",Tashkent,,Uzbekistan,"Allentown, PA, USA",Allentown,Pennsylvania,USA,,,,,http://www.wtatennis.com/players/player/4939/title/varvara-lepchenko,0,0,0,0,0,11,0,1,414569,2360917,19-16,400-285,10-Feb,98-123,19,16,400,285,2,10,98,123,WTA,8/5/14,30.03950551
Vasilisa Bardina,11/30/87,NA,67,1.6,132,R,two,2003,NA,2003,NA,"Moscow, Russia",Moscow,,Russia,"Moscow, Russia",Moscow,,Russia,,,,,http://www.wtatennis.com/players/player/10891/title/vasilisa-bardina,NA,0,NA,0,NA,3,NA,3,0,236168,NA,149-83,NA,28-29,NA,NA,149,83,NA,NA,28,29,WTA,8/5/14,20.67186456
Venus Williams,6/17/80,NA,73,1.8,160,R,two,31-Oct-94,NA,1994,NA,"Lynwood, CA, USA",Lynwood,California,USA,"Palm Beach Gardens, FL, USA",Palm Beach Gardens,Florida,USA,,,,,http://www.wtatennis.com/players/player/9027/title/venus-williams,1,45,0,21,0,0,0,0,805940,29767175,19-9,657-175,2-Jan,171-29,19,9,657,175,1,2,171,29,WTA,8/5/14,21.10714956
Vera Dushevina,10/6/86,doo-sheh-VEE-nuh,61,1.8,161,R,two,2003,NA,2003,NA,"Moscow, Russia",Moscow,,Russia,"Khimki, Russia",Khimki,,Russia,,,,,http://www.wtatennis.com/players/player/9944/title/vera-dushevina,0,1,0,2,0,1,0,5,111101,3081163,11-May,324-243,9-Jul,183-169,5,11,324,243,7,9,183,169,WTA,8/5/14,30.41736092
Vera Zvonareva,9/7/84,NA,67,1.7,130,R,two,Sep-00,NA,2000,NA,"Moscow, Russia",Moscow,,Russia,"Moscow, Russia",Moscow,,Russia,,,,,http://www.wtatennis.com/players/player/9376/title/vera-zvonareva,0,12,0,6,0,2,0,0,174448,13399520,5-Mar,467-224,5-Feb,169-114,3,5,467,224,2,5,169,114,WTA,8/5/14,20.35865449
Veronika Martinek,4/3/72,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/4985/title/veronika-martinek,NA,1,NA,1,NA,1,NA,3,0,410132,NA,164-177,NA,50-76,NA,NA,164,177,NA,NA,50,76,WTA,8/5/14,NA
Vesna Dolonc,7/21/89,NA,67,1.7,137,R,two,2006,NA,2006,NA,"Moscow, Russia",Moscow,,Russia,"Moscow, Russia",Moscow,,Russia,,,,,http://www.wtatennis.com/players/player/12874/title/vesna-dolonc,0,0,0,0,0,2,0,5,87666,876173,18-Dec,276-194,4-Apr,122-100,12,18,276,194,4,4,122,100,WTA,8/5/14,21.45488973
Vicki Nelson-Dunbar,9/25/62,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/5745/title/vicki-nelson-dunbar,NA,1,NA,0,NA,0,NA,0,0,115052,NA,58-88,NA,14-58,NA,NA,58,88,NA,NA,14,58,WTA,8/5/14,NA
Victoria Azarenka,7/31/89,NA,NA,1.8,154,R,two,2003,NA,2003,NA,"Minsk, Belarus",Minsk,,Belarus,"Monte Carlo, Monaco",Monte Carlo,,Monaco,,,,,http://www.wtatennis.com/players/player/11289/title/victoria-azarenka,0,17,0,6,0,1,0,3,442010,23796452,6-Aug,399-147,0-0,135-51,8,6,399,147,0,0,135,51,WTA,8/5/14,NA
Victoria Duval,11/30/95,NA,69,1.7,154,R,two,NA,NA,NA,NA,"Miami, FL, USA",Miami,Florida,USA,"Bradenton, FL, USA",Bradenton,Florida,USA,,,,,http://www.wtatennis.com/players/player/17324/title/victoria-duval,0,0,0,0,0,1,0,1,128837,249103,29-15,71-47,0-1,5-Oct,29,15,71,47,0,1,10,5,WTA,8/5/14,22.73934047
Viktoriya Kutuzova,8/19/88,koo-TOO-zo-vuh,68,1.7,130,R,two,NA,NA,NA,NA,"Odessa, Ukraine",Odessa,,Ukraine,"Odessa, Ukraine",Odessa,,Ukraine,,,,,http://www.wtatennis.com/players/player/10690/title/viktoriya-kutuzova,NA,0,NA,0,NA,6,NA,0,0,586580,NA,190-135,NA,23-Oct,NA,NA,190,135,NA,NA,10,23,WTA,8/5/14,19.76427336
Virginia Ruano Pascual,9/21/73,roo-AH-noh pas-KWAHL,66,1.6,132,R,one,Jan-92,NA,1992,NA,"Madrid, Spain",Madrid,,Spain,"Madrid, Spain",Madrid,,Spain,,,,,http://www.wtatennis.com/players/player/6855/title/virginia-ruano-pascual,NA,3,NA,43,NA,4,NA,10,0,6076081,NA,395-353,NA,596-272,NA,NA,395,353,NA,NA,596,272,WTA,8/5/14,21.3030303
Virginia Ruzici,1/31/55,NA,NA,NA,NA,R,,1975,1987,1975,1987,"Cimpia-Turzii, Romania",Cimpia-Turzii,,Romania,,,,,,,,,http://www.wtatennis.com/players/player/6764/title/virginia-ruzici,NA,0,NA,0,NA,1,NA,2,0,85560,NA,38-32,NA,38-27,NA,NA,38,32,NA,NA,38,27,WTA,8/5/14,NA
Virginia Wade,7/10/45,NA,67,1.7,135,R,,1968,1986,1968,1986,"Bournemouth, England",Bournemouth,,England,,,,,,,,,http://www.wtatennis.com/players/player/8881/title/virginia-wade,NA,55,NA,0,NA,0,NA,1,0,1531865,NA,839-329,NA,42-48,NA,NA,839,329,NA,NA,42,48,WTA,8/5/14,21.14167966
Virginie Razzano,5/12/83,ver-ZHEE-nee rad-ZAH-noh,69,1.7,148,R,two,1999,NA,1999,NA,"Dijon, France",Dijon,,France,"Ní¬mes, France",Ní¬mes,,France,,,,,http://www.wtatennis.com/players/player/7082/title/virginie-razzano,0,2,0,1,0,5,0,5,160070,3143691,16-Sep,364-316,1-Jan,60-82,9,16,364,316,1,1,60,82,WTA,8/5/14,21.85339214
Wendy Prausa,9/29/60,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/8861/title/wendy-prausa,NA,1,NA,1,NA,0,NA,1,0,559345,NA,220-214,NA,152-173,NA,NA,220,214,NA,NA,152,173,WTA,8/5/14,NA
Wendy Turnbull,11/26/52,NA,64,1.6,NA,R,,1975,1989,1975,1989,"Brisbane, Australia",Brisbane,,Australia,"Boca Raton, Florida, USA",Boca Raton,Florida,USA,"Sandgate, Australia",Sandgate,,Australia,http://www.wtatennis.com/players/player/8153/title/wendy-turnbull,NA,9,NA,55,NA,0,NA,0,0,2598764,NA,577-318,NA,352-130,NA,NA,577,318,NA,NA,352,130,WTA,8/5/14,NA
Wiltrud Probst,5/29/69,NA,NA,NA,NA,R,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/6212/title/wiltrud-probst,NA,2,NA,0,NA,0,NA,1,0,823991,NA,249-228,NA,133-167,NA,NA,249,228,NA,NA,133,167,WTA,8/5/14,NA
Wynne Prakusya,4/26/81,winna pra-KOOS-ya,63,1.6,110,R,two,Jan-98,NA,1998,NA,"Surakarta, Indonesia",Surakarta,,Indonesia,"Jakarta, Indonesia",Jakarta,,Indonesia,,,,,http://www.wtatennis.com/players/player/6504/title/wynne-prakusya,NA,0,NA,2,NA,9,NA,17,0,549498,NA,234-159,NA,193-132,NA,NA,234,159,NA,NA,193,132,WTA,8/5/14,19.4834971
